"created","screenName","text"
2015-06-10 15:20:26,"oslopolitiops","Festningstunnelen østgående løp: lastebil med motorstans. Bergingsbil på vei. Situasjonen skaper kø. Vi er på stedet."
2015-06-10 15:13:17,"oslopolitiops","Vålerengatunnelen nordgående løp: buss med motorstans. Bergingsbil på vei. Situasjonen skaper kø."
2015-06-10 14:27:35,"oslopolitiops","Vi er på stedet. Ingen alvorlig personskade. En del kø i Holmenkollveien som følge av ulykken."
2015-06-12 07:54:07,"Rogalandops","Politiet på stedet like etter. Funn av en luftpistol i den aktuelle bilen."
2015-06-12 07:52:02,"Rogalandops","STAVANGER: Tre unge menn gikk inn på bakeri på Våland. Hadde forut for dette viftet med et våpen ut av soltaket på bil."
2015-06-12 03:20:51,"Rogalandops","Ingen store hendelser.  Mann (41) bortvist fra utested på Skagenkaien og deretter anmeldt og satt i arrest fordi han valgte å komme tilbake."
2015-06-11 20:24:13,"Rogalandops","Mannen var i besittelse av noen tabletter, som ikke var lovlig foreskrevet. Sak opprettet."
2015-06-11 20:23:29,"Rogalandops","2106.Stangeland.Tyveri av sykler. Melding om tyveri av sykler i en gate. Mann,39, kontrollert. Hadde stjålet to sykler.Tilbakelevert eierne"
2015-06-11 20:17:44,"Rogalandops","hadde skjedd. Han var i besittelse av en kniv. Kom med mange skjellsord mot politiet. Tatt med i arresten. Anmeldt."
2015-06-11 20:16:02,"Rogalandops","1921:Bryne.Slagsmål. Melding om slosskamp. Flere personer involvert. Patruljen kom over en blodig mann, 36,som ikke ville fortelle hva som"
2015-06-11 16:25:34,"Rogalandops","Stavanger torg. Tyveri av et brett med 200 stål ringer. Til obs dersom noen forsøker å selge disse i sentrum."
2015-06-11 15:26:52,"Rogalandops","Førerkortet til mistenkte beslaglagt. Sak opprettet"
2015-06-11 15:25:35,"Rogalandops","1455:Ålgård.Trafikkuhell mellom bil og syklist. Fornærmede dame, 56, kjørt SUS for sjekk. Mistenkte, mann, 19 ikke overhold vikeplikten."
2015-06-11 15:22:03,"Rogalandops","1550.Stavanger. Promillekjøring. Mann, 30 stanset på moped. Fremstod som beruset. Kjørt legevakten for blodprøve. Sak opprettet"
2015-06-11 13:39:14,"Rogalandops","Brannen var i søppel på utsiden av bygget. Tok videre fyr i kledningen i bygget. Raskt kontroll på stedet. Sak opprettet"
2015-06-11 12:42:49,"Rogalandops","SANDNES: Brann i bygning. Mindre omfang."
2015-06-11 12:31:40,"Rogalandops","Kontroll på mannen. Har skadet seg selv."
2015-06-11 11:08:29,"Rogalandops","Forhandlere fra politiet er i telefonisk kontakt med mannen."
2015-06-11 10:29:14,"Rogalandops","Foranledningen var at mannen skulle hentes for å transporteres ut av landet."
2015-06-11 10:07:49,"Rogalandops","Mannen har forskanset seg på et rom på Hå mottak."
2015-06-11 09:49:51,"Rogalandops","NÆRBØ: Mann truer politiet med kniv."
2015-06-11 09:28:14,"Rogalandops","FORUS: Kl. 1106: Brann i container. En uheldig kokk hadde kastet varm grillkull i containeren. Slukket."
2015-06-11 07:15:17,"Rogalandops","Ingen vil anmelde noe. Rus i bildet. En mann i 40 årene er bortvist fra stedet."
2015-06-11 07:10:16,"Rogalandops","SANDNES: I Holmavika har en patrulje pålagt campere å rydde opp etter seg. Fire utenlands registrerte biler stod på stedet."
2015-06-11 07:08:21,"Rogalandops","STAVANGER kl. 0845: Melding om to menn som slåss. En person er dyttet ned en trapp. Ingen personskade. Patr er på stedet."
2015-06-11 07:06:44,"Rogalandops","SANDNES: Ca 0745 kjørte en lastebil inn i jernbanebrua i Kvernelandsveien. Uvisst om det er skade på broen. Ikke sjekket av politiet enda."
